-3.25324, -32.5461, -29.1961
-2.58853, -20.7637, -20.5467
-2.28527, -20.8338, -16.9462
-2.68346, -17.6482, -21.7183
-1.81696, -7.9787, -11.8116
-3.74021, -38.6168, -36.193
-3.6866, -31.2144, -35.3954
-2.47023, -14.6577, -19.1164
-3.80997, -36.7892, -37.2411
-3.72242, -37.3295, -35.9276
-0.273934, -3.30411, 1.45189
-0.321522, -1.21731, 1.12663
-2.89079, -22.2603, -24.3508
-2.05713, -17.8126, -14.3804
-1.08772, -4.12215, -4.84449
-1.69355, -11.2782, -10.5446
-1.00869, -3.1276, -4.16466
0.119172, 7.00973, 3.93479
-0.7009, 0.273987, -1.65714
-0.836991, -4.27868, -2.73834
-2.26292, -14.796, -16.6894
-0.679473, 2.28412, -1.49089
-1.82853, -15.4598, -11.9323
-0.281103, 3.14742, 1.40323
-0.26155, -0.190713, 1.53566
-0.522156, -4.76069, -0.303342
0.562981, 7.23063, 6.30059
0.181521, 5.99711, 4.29515
1.01812, 4.55958, 8.24503
0.204147, 7.89303, 4.42366
1.64623, 11.1016, 10.1273
1.01073, 3.47279, 8.21736
0.871102, 12.2556, 7.67028
-0.439952, 0.732037, 0.29401
-0.376696, -2.76655, 0.742839
-1.06578, -1.28047, -4.65429
2.00489, 13.05, 10.7854
-0.680474, -3.50545, -1.49863
-0.882608, -7.64095, -3.11051
1.46392, 12.7047, 9.67667
1.18036, 8.12891, 8.82022
0.735914, 4.90024, 7.09685
1.06224, 8.24392, 8.40759
-0.0893856, 0.666606, 2.66284
2.35199, 9.08294, 11.1338
2.80674, 15.5392, 11.161
3.09339, 12.9464, 10.9279
0.900232, 12.0489, 7.7882
0.308927, 0.458191, 5.00307
3.03987, 11.0041, 10.9861
2.43855, 15.5443, 11.1765
0.389071, 8.98696, 5.4288
2.81544, 9.16492, 11.1568
0.719202, 6.88886, 7.02298
1.30835, 6.96056, 9.23024
4.17992, 8.46106, 8.2875
3.2512, 6.61843, 10.717
2.67015, 9.7906, 11.204
2.78724, 13.892, 11.1698
2.93705, 9.68186, 11.079
3.75265, 9.68909, 9.65748
3.52512, 8.89581, 10.2116
1.22356, 10.8683, 8.96292
1.70248, 11.3079, 10.2505
4.85299, 4.74175, 5.25738
4.48935, 6.61788, 7.02695
3.12043, 13.5158, 10.8959
3.91125, 7.46327, 9.19912
5.62287, 1.23027, 0.483395
2.60632, 9.75018, 11.209
2.52651, 13.4372, 11.2018
5.90688, -1.12694, -1.63016
2.31133, 9.21799, 11.1077
2.52364, 12.3962, 11.2013
2.92651, 14.3377, 11.0871
5.95726, -1.68291, -2.02492
5.48656, 4.43353, 1.43033
2.75872, 7.23611, 11.1811
5.63163, 1.02926, 0.421044
3.77027, 4.97727, 9.60948
3.67568, 10.8175, 9.85857
4.46393, 4.95841, 7.13901
4.67026, 7.39202, 6.18552
6.50957, -4.42128, -6.74453
5.50614, 1.86798, 1.297
6.69272, -5.25017, -8.46819
4.17924, 9.25379, 8.29002
5.30967, -0.374144, 2.59394
4.34616, 10.8312, 7.6383
4.16466, 7.28572, 8.34383
6.29341, -7.48637, -4.81184
6.29221, -8.24293, -4.80142
5.4454, -2.71508, 1.70767
7.53215, -22.0336, -17.3789
5.537, 3.42047, 1.08503
8.08092, -22.3634, -24.1012
7.57519, -17.7418, -17.8805
6.1445, -0.643429, -3.54444
5.71397, 2.88311, -0.173865
5.81775, -4.04993, -0.946421
